id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,extroversion_score,introversion_score,social_balance,social_fatigue,social_proactivity,solitude_preference,feature_mean,feature_std,feature_max,feature_min,is_pseudo,confidence
22,4.0,1.0,0.0,1.0,2.0,2.0,0.0,Introvert,0.75,2.3333333333333335,-1.5833333333333335,0.0,2.0,4.0,1.3452329227939883,1.707493943576569,4.0,-1.5833333333333335,False,1.0
23,3.0,0.0,9.0,7.0,0.0,6.0,3.0,Extrovert,6.25,1.0,5.25,0.0,42.0,6.0,8.723345275055193,12.964101628135264,42.0,0.0,False,1.0
24,1.0,0.0,5.0,3.0,0.0,12.0,5.0,Extrovert,6.25,0.3333333333333333,5.916666666666667,0.0,36.0,2.0,7.534118072910582,11.285610250664053,36.0,0.0,False,1.0
25,9.0,2.0,1.0,3.0,2.0,7.0,5.0,Introvert,4.0,4.333333333333333,-0.33333333333333304,2.0,21.0,0.0,5.345847960825823,6.426530568344682,21.0,-0.33333333333333304,False,1.0
26,3.0,1.0,6.0,5.0,0.0,10.0,9.0,Extrovert,7.5,1.3333333333333333,6.166666666666667,0.0,50.0,3.0,10.172821776083778,15.473255539616439,50.0,0.0,False,1.0
27,9.0,1.0,0.0,0.0,2.0,1.0,1.0,Introvert,0.5,4.0,-3.5,0.0,0.0,9.0,2.0540653761367023,3.834043003020383,9.0,-3.5,False,1.0
28,2.0,0.0,,4.0,0.0,5.0,8.0,Extrovert,5.666666666666667,0.6666666666666666,5.0,,20.0,4.0,5.658527978046015,6.313745021138495,20.0,0.0,False,1.0
29,,2.0,1.0,0.0,2.0,4.0,0.0,Introvert,1.25,2.0,-0.75,2.0,0.0,,1.289300456986222,1.4666518025644095,4.0,-0.75,False,1.0
30,3.0,0.0,9.0,0.0,0.0,8.0,5.0,Extrovert,5.5,1.0,4.5,0.0,0.0,6.0,3.3842577125717583,3.298997066736741,9.0,0.0,False,1.0
31,,0.0,4.0,,0.0,11.0,5.0,Extrovert,6.666666666666667,0.0,6.666666666666667,0.0,,,4.0021656704671535,4.013622964969233,11.0,0.0,False,1.0
32,1.0,0.0,9.0,5.0,0.0,4.0,8.0,Extrovert,6.5,0.3333333333333333,6.166666666666667,0.0,20.0,2.0,5.433211194929656,6.2430269768761955,20.0,0.0,False,1.0
33,2.0,0.0,7.0,5.0,0.0,11.0,9.0,Extrovert,8.0,0.6666666666666666,7.333333333333333,0.0,55.0,4.0,10.993601212913415,17.121547175865185,55.0,0.0,False,1.0
34,5.0,2.0,1.0,0.0,1.0,3.0,2.0,Introvert,1.5,2.6666666666666665,-1.1666666666666665,1.0,0.0,0.0,1.4600004980967376,1.7735885904839253,5.0,-1.1666666666666665,False,1.0
35,6.0,2.0,2.0,3.0,2.0,1.0,3.0,Introvert,2.25,3.3333333333333335,-1.0833333333333335,4.0,3.0,0.0,2.325729331158325,1.9877926046443568,6.0,-1.0833333333333335,False,1.0
36,3.0,0.0,6.0,3.0,0.0,7.0,,Extrovert,5.333333333333333,1.0,4.333333333333333,0.0,21.0,6.0,5.507166560916923,6.527092156276428,21.0,0.0,False,1.0
37,2.0,0.0,7.0,4.0,0.0,5.0,3.0,Extrovert,4.75,0.6666666666666666,4.083333333333333,0.0,20.0,4.0,4.937525829383904,6.069014056221221,20.0,0.0,False,1.0
38,2.0,0.0,8.0,3.0,0.0,13.0,6.0,Extrovert,7.5,0.6666666666666666,6.833333333333333,0.0,39.0,4.0,8.60756777733914,12.093541893344993,39.0,0.0,False,1.0
39,0.0,0.0,5.0,4.0,0.0,11.0,4.0,Extrovert,6.0,0.0,6.0,0.0,44.0,0.0,8.354948529854058,13.95153003304108,44.0,0.0,False,1.0
40,0.0,0.0,8.0,3.0,0.0,10.0,4.0,Extrovert,6.25,0.0,6.25,0.0,30.0,0.0,6.525986675704591,9.480685001339493,30.0,0.0,False,1.0
41,,0.0,6.0,5.0,0.0,14.0,3.0,Extrovert,7.0,0.0,7.0,0.0,70.0,,14.165903791683851,23.40625771687471,70.0,0.0,False,1.0
42,2.0,0.0,6.0,6.0,0.0,5.0,6.0,Extrovert,5.75,0.6666666666666666,5.083333333333333,0.0,30.0,4.0,6.689574000102051,9.157767213260499,30.0,0.0,False,1.0
43,0.0,0.0,9.0,4.0,1.0,11.0,5.0,Extrovert,7.25,0.3333333333333333,6.916666666666667,9.0,44.0,0.0,9.45033524764726,13.62756626287149,44.0,0.0,False,1.0
44,9.0,2.0,1.0,0.0,2.0,3.0,0.0,Introvert,1.0,4.333333333333333,-3.333333333333333,2.0,0.0,0.0,1.833429948473379,3.352191823967576,9.0,-3.333333333333333,False,1.0
45,2.0,0.0,6.0,,0.0,11.0,4.0,Extrovert,7.0,0.6666666666666666,6.333333333333333,0.0,,4.0,3.9552786793674537,3.739350721342665,11.0,0.0,False,1.0
46,2.0,0.0,7.0,3.0,0.0,12.0,6.0,Extrovert,7.0,0.6666666666666666,6.333333333333333,0.0,36.0,4.0,8.00230770395045,11.136683310600462,36.0,0.0,False,1.0
47,0.0,0.0,4.0,7.0,0.0,14.0,3.0,Extrovert,7.0,0.0,7.0,0.0,98.0,0.0,16.19575446364148,31.561639533546447,98.0,0.0,False,1.0
48,10.0,2.0,1.0,,2.0,5.0,1.0,Introvert,2.3333333333333335,4.666666666666667,-2.3333333333333335,2.0,,0.0,2.736232905475459,3.5990139658390246,10.0,-2.3333333333333335,False,1.0
49,2.0,0.0,9.0,7.0,0.0,6.0,4.0,Extrovert,6.5,0.6666666666666666,5.833333333333333,0.0,42.0,4.0,8.63084855285118,13.006874458663818,42.0,0.0,False,1.0
50,7.0,2.0,,2.0,2.0,5.0,2.0,Introvert,3.0,3.6666666666666665,-0.6666666666666665,,10.0,0.0,3.445960960956429,3.3320032978409406,10.0,-0.6666666666666665,False,1.0
51,0.0,0.0,3.0,6.0,0.0,5.0,8.0,Extrovert,5.5,0.0,5.5,0.0,30.0,0.0,6.232692902318799,9.431865532906123,30.0,0.0,False,1.0
52,0.0,0.0,7.0,6.0,0.0,7.0,3.0,Extrovert,5.75,0.0,5.75,0.0,42.0,0.0,7.979421606660843,13.267103306851883,42.0,0.0,False,1.0
53,6.0,2.0,3.0,3.0,2.0,5.0,0.0,Introvert,2.75,3.3333333333333335,-0.5833333333333335,6.0,15.0,0.0,4.093273698953926,4.589342173247896,15.0,-0.5833333333333335,False,1.0
54,4.0,2.0,3.0,1.0,2.0,,1.0,Introvert,1.6666666666666667,2.6666666666666665,-0.9999999999999998,6.0,,0.0,2.085021527385604,2.09516182793616,6.0,-0.9999999999999998,False,1.0
55,9.0,2.0,0.0,,2.0,2.0,1.0,Introvert,1.0,4.333333333333333,-3.333333333333333,0.0,,0.0,1.8928183500114002,3.5403762986212697,9.0,-3.333333333333333,False,1.0
56,3.0,0.0,9.0,7.0,0.0,12.0,3.0,Extrovert,7.75,1.0,6.75,0.0,84.0,6.0,15.092922017513903,26.562086409158308,84.0,0.0,False,1.0
57,4.0,0.0,6.0,3.0,0.0,8.0,7.0,Extrovert,6.0,1.3333333333333333,4.666666666666667,0.0,24.0,8.0,6.3428573515688065,7.227786527242204,24.0,0.0,False,1.0
58,8.0,2.0,0.0,2.0,2.0,5.0,,Introvert,2.3333333333333335,4.0,-1.6666666666666665,0.0,10.0,0.0,3.015841268852278,3.6718243619101707,10.0,-1.6666666666666665,False,1.0
59,2.0,1.0,8.0,6.0,0.0,14.0,9.0,Extrovert,9.25,1.0,8.25,0.0,84.0,2.0,15.40930973621422,26.503284054503315,84.0,0.0,False,1.0
60,9.0,2.0,4.0,0.0,2.0,2.0,0.0,Introvert,1.5,4.333333333333333,-2.833333333333333,8.0,0.0,0.0,2.458901729240633,3.576766593018965,9.0,-2.833333333333333,False,1.0
61,0.0,0.0,9.0,3.0,0.0,4.0,5.0,Extrovert,5.25,0.0,5.25,0.0,12.0,0.0,3.6922332821506667,4.099911448506623,12.0,0.0,False,1.0
62,,0.0,6.0,6.0,0.0,13.0,4.0,Extrovert,7.25,0.0,7.25,0.0,78.0,,15.542514325700497,26.102806389789027,78.0,0.0,False,1.0
63,8.0,2.0,4.0,2.0,2.0,,0.0,Extrovert,2.0,4.0,-2.0,8.0,,0.0,2.7907113689650194,3.256149667212667,8.0,-2.0,False,1.0
64,9.0,1.0,2.0,2.0,2.0,1.0,0.0,Introvert,1.25,4.0,-2.75,4.0,2.0,9.0,2.746456880865644,3.529308034831222,9.0,-2.75,False,1.0
65,4.0,1.0,0.0,2.0,2.0,0.0,2.0,Introvert,1.0,2.3333333333333335,-1.3333333333333335,0.0,0.0,4.0,1.3283183832377508,1.682583112564832,4.0,-1.3333333333333335,False,1.0
66,5.0,0.0,8.0,4.0,0.0,8.0,10.0,Extrovert,7.5,1.6666666666666667,5.833333333333333,0.0,32.0,10.0,8.201086991145441,9.638259941766913,32.0,0.0,False,1.0
67,3.0,0.0,,7.0,0.0,6.0,9.0,Extrovert,7.333333333333333,1.0,6.333333333333333,,42.0,6.0,9.956416021832176,13.48960676860404,42.0,0.0,False,1.0
68,7.0,2.0,0.0,2.0,1.0,3.0,0.0,Introvert,1.25,3.3333333333333335,-2.0833333333333335,0.0,6.0,0.0,1.9274251204827115,2.7377974990702767,7.0,-2.0833333333333335,False,1.0
69,4.0,2.0,1.0,,2.0,0.0,2.0,Introvert,1.0,2.6666666666666665,-1.6666666666666665,2.0,,0.0,1.348519845982344,1.6816662340243875,4.0,-1.6666666666666665,False,1.0
70,3.0,0.0,4.0,3.0,0.0,6.0,10.0,Extrovert,5.75,1.0,4.75,0.0,18.0,6.0,5.246744781665638,5.532086960445296,18.0,0.0,False,1.0
71,0.0,0.0,7.0,4.0,1.0,15.0,9.0,Extrovert,8.75,0.3333333333333333,8.416666666666666,7.0,60.0,0.0,12.10093782499646,18.74062152710192,60.0,0.0,False,1.0
72,2.0,0.0,8.0,6.0,0.0,10.0,8.0,Extrovert,8.0,0.6666666666666666,7.333333333333333,0.0,60.0,4.0,11.68160497501602,18.72417262065211,60.0,0.0,False,1.0
73,1.0,0.0,7.0,5.0,0.0,12.0,4.0,Extrovert,7.0,0.3333333333333333,6.666666666666667,0.0,60.0,2.0,11.124081563643873,18.959107124278276,60.0,0.0,False,1.0
74,2.0,0.0,6.0,6.0,0.0,5.0,3.0,Extrovert,5.0,0.6666666666666666,4.333333333333333,0.0,30.0,4.0,6.40611379579033,9.218217293133698,30.0,0.0,False,1.0
75,2.0,0.0,7.0,5.0,0.0,10.0,8.0,Extrovert,7.5,0.6666666666666666,6.833333333333333,0.0,50.0,4.0,10.113199040731828,15.524380768308228,50.0,0.0,False,1.0
76,10.0,2.0,0.0,2.0,2.0,1.0,1.0,Introvert,1.0,4.666666666666667,-3.666666666666667,0.0,2.0,0.0,1.9498838806685674,3.671214531866884,10.0,-3.666666666666667,False,1.0
77,5.0,2.0,2.0,3.0,1.0,1.0,3.0,Introvert,2.25,2.6666666666666665,-0.4166666666666665,2.0,3.0,0.0,2.0320964224990763,1.571293686793877,5.0,-0.4166666666666665,False,1.0
78,0.0,0.0,5.0,4.0,0.0,6.0,7.0,Extrovert,5.5,0.0,5.5,0.0,24.0,0.0,5.40707453639637,7.514235905700373,24.0,0.0,False,1.0
79,1.0,0.0,4.0,4.0,0.0,12.0,8.0,Extrovert,7.0,0.3333333333333333,6.666666666666667,0.0,48.0,2.0,9.47000872921939,15.078804691900642,48.0,0.0,False,1.0
80,2.0,0.0,9.0,4.0,0.0,6.0,,Extrovert,6.333333333333333,0.6666666666666666,5.666666666666666,0.0,24.0,4.0,6.090254334002346,7.548445956413934,24.0,0.0,False,1.0
81,4.0,0.0,8.0,5.0,0.0,8.0,6.0,Extrovert,6.75,1.3333333333333333,5.416666666666667,0.0,40.0,8.0,8.821975516334863,12.197689995145204,40.0,0.0,False,1.0
82,0.0,0.0,6.0,7.0,0.0,14.0,3.0,Extrovert,7.5,0.0,7.5,0.0,98.0,0.0,16.382954009163107,31.495507191044975,98.0,0.0,False,1.0
83,9.0,2.0,,3.0,2.0,4.0,0.0,Introvert,2.3333333333333335,4.333333333333333,-1.9999999999999996,,12.0,0.0,3.603312756417554,4.366883418124837,12.0,-1.9999999999999996,False,1.0
84,3.0,0.0,7.0,6.0,0.0,4.0,6.0,Extrovert,5.75,1.0,4.75,0.0,24.0,6.0,6.05361922158076,7.216632475187391,24.0,0.0,False,1.0
85,0.0,0.0,6.0,4.0,0.0,6.0,6.0,Extrovert,5.5,0.0,5.5,0.0,24.0,0.0,5.406323769369833,7.50579444956852,24.0,0.0,False,1.0
86,1.0,0.0,8.0,3.0,0.0,10.0,6.0,Extrovert,6.75,0.3333333333333333,6.416666666666667,0.0,30.0,2.0,6.896670270940447,9.31955255990689,30.0,0.0,False,1.0
87,11.0,1.0,0.0,2.0,2.0,1.0,2.0,Introvert,1.25,4.666666666666667,-3.416666666666667,0.0,2.0,11.0,2.8738109387050974,4.410822373453722,11.0,-3.416666666666667,False,1.0
88,3.0,0.0,6.0,4.0,0.0,,,Extrovert,5.0,1.0,4.0,0.0,,6.0,2.883558414788978,2.3713234240527354,6.0,0.0,False,1.0
89,2.0,1.0,5.0,5.0,0.0,5.0,3.0,Extrovert,4.5,1.0,3.5,0.0,25.0,2.0,5.461750506463038,7.625617650728553,25.0,0.0,False,1.0
90,0.0,0.0,5.0,6.0,0.0,,9.0,Extrovert,6.666666666666667,0.0,6.666666666666667,0.0,,0.0,3.264500422494107,3.5274946492342565,9.0,0.0,False,1.0
91,3.0,0.0,3.0,7.0,0.0,4.0,9.0,Extrovert,5.75,1.0,4.75,0.0,28.0,6.0,6.608524973615401,8.538108240080883,28.0,0.0,False,1.0
92,10.0,1.0,1.0,2.0,2.0,1.0,0.0,Introvert,1.0,4.333333333333333,-3.333333333333333,2.0,2.0,10.0,2.7015169058738215,4.009502780499084,10.0,-3.333333333333333,False,1.0
93,1.0,0.0,9.0,7.0,0.0,,6.0,Extrovert,7.333333333333333,0.3333333333333333,7.0,0.0,,2.0,3.7260017186125842,3.512539561157595,9.0,0.0,False,1.0
94,2.0,0.0,5.0,6.0,0.0,7.0,8.0,Extrovert,6.5,0.6666666666666666,5.833333333333333,0.0,42.0,4.0,8.629068770539808,12.987292071224628,42.0,0.0,False,1.0
95,0.0,0.0,8.0,6.0,0.0,6.0,5.0,Extrovert,6.25,0.0,6.25,0.0,36.0,0.0,7.3419351553819805,11.291645282390236,36.0,0.0,False,1.0
96,9.0,1.0,1.0,3.0,2.0,4.0,3.0,Introvert,2.75,4.0,-1.25,2.0,12.0,9.0,4.1169189973592,4.050514832716657,12.0,-1.25,False,1.0
97,4.0,2.0,3.0,0.0,2.0,0.0,1.0,Introvert,1.0,2.6666666666666665,-1.6666666666666665,6.0,0.0,0.0,1.6420869044510737,2.2412402944372287,6.0,-1.6666666666666665,False,1.0
98,0.0,0.0,6.0,5.0,0.0,11.0,7.0,Extrovert,7.25,0.0,7.25,0.0,55.0,0.0,10.34343258195266,17.397310216383666,55.0,0.0,False,1.0
99,2.0,0.0,6.0,3.0,0.0,,7.0,Extrovert,5.333333333333333,0.6666666666666666,4.666666666666666,0.0,,4.0,3.015830080665783,2.5749196546747104,7.0,0.0,False,1.0
100,1.0,0.0,6.0,5.0,0.0,7.0,3.0,Extrovert,5.25,0.3333333333333333,4.916666666666667,0.0,35.0,2.0,7.006328594436159,10.913569032164764,35.0,0.0,False,1.0
101,2.0,0.0,10.0,6.0,0.0,10.0,7.0,Extrovert,8.25,0.6666666666666666,7.583333333333333,0.0,60.0,4.0,11.776985600186444,18.712459173902698,60.0,0.0,False,1.0
102,6.0,2.0,2.0,0.0,2.0,2.0,0.0,Extrovert,1.0,3.3333333333333335,-2.3333333333333335,4.0,0.0,0.0,1.6083433886123675,2.3711459152705783,6.0,-2.3333333333333335,False,1.0
103,0.0,0.0,6.0,6.0,0.0,11.0,6.0,Extrovert,7.25,0.0,7.25,0.0,66.0,0.0,11.861332192016603,20.975142989157597,66.0,0.0,False,1.0
104,,0.0,6.0,6.0,0.0,8.0,8.0,Extrovert,7.0,0.0,7.0,0.0,48.0,,10.656043210644112,15.712226657509316,48.0,0.0,False,1.0
105,8.0,2.0,0.0,2.0,1.0,1.0,0.0,Introvert,0.75,3.6666666666666665,-2.9166666666666665,0.0,2.0,0.0,1.5565812111318444,2.9586305294446085,8.0,-2.9166666666666665,False,1.0
106,2.0,0.0,10.0,4.0,0.0,10.0,3.0,Extrovert,6.75,0.6666666666666666,6.083333333333333,0.0,40.0,4.0,8.457064255192739,12.422558441441765,40.0,0.0,False,1.0
107,,0.0,4.0,4.0,0.0,5.0,6.0,Extrovert,4.75,0.0,4.75,0.0,20.0,,5.240245708991556,6.425901078428451,20.0,0.0,False,1.0
108,9.0,0.0,6.0,6.0,0.0,15.0,4.0,Extrovert,7.75,3.0,4.75,0.0,90.0,18.0,17.0573407477423,28.27621938089246,90.0,0.0,False,1.0
109,2.0,0.0,6.0,5.0,0.0,6.0,6.0,Extrovert,5.75,0.6666666666666666,5.083333333333333,0.0,30.0,4.0,6.689574000102051,9.157767213260499,30.0,0.0,False,1.0
110,0.0,0.0,9.0,4.0,0.0,14.0,6.0,Extrovert,8.25,0.0,8.25,0.0,56.0,0.0,10.867043272307138,17.720319833188743,56.0,0.0,False,1.0
111,3.0,0.0,4.0,3.0,0.0,14.0,7.0,Extrovert,7.0,1.0,6.0,0.0,42.0,6.0,9.019590545941584,13.043558377336586,42.0,0.0,False,1.0
112,3.0,0.0,5.0,3.0,0.0,7.0,9.0,Extrovert,6.0,1.0,5.0,0.0,21.0,6.0,5.74596520353536,6.368435003472129,21.0,0.0,False,1.0
113,0.0,0.0,10.0,4.0,0.0,9.0,8.0,Extrovert,7.75,0.0,7.75,0.0,36.0,0.0,7.92063386253836,11.299916438515135,36.0,0.0,False,1.0
114,5.0,2.0,0.0,3.0,2.0,5.0,2.0,Introvert,2.5,3.0,-0.5,0.0,15.0,0.0,3.560350437827082,4.653390660656955,15.0,-0.5,False,1.0
115,2.0,0.0,4.0,4.0,0.0,12.0,4.0,Extrovert,6.0,0.6666666666666666,5.333333333333333,0.0,48.0,4.0,9.276243199636681,15.068885961317422,48.0,0.0,False,1.0
116,1.0,0.0,4.0,5.0,0.0,8.0,6.0,Extrovert,5.75,0.3333333333333333,5.416666666666667,0.0,40.0,2.0,7.885550643852711,12.497922991513702,40.0,0.0,False,1.0
117,0.0,0.0,6.0,5.0,0.0,13.0,8.0,Extrovert,8.0,0.0,8.0,0.0,65.0,0.0,12.009878337716323,20.616925128763256,65.0,0.0,False,1.0
118,3.0,0.0,4.0,6.0,0.0,12.0,7.0,Extrovert,7.25,1.0,6.25,0.0,72.0,6.0,13.245262158200044,22.672172937731272,72.0,0.0,False,1.0
119,10.0,2.0,,2.0,2.0,4.0,0.0,Introvert,2.0,4.666666666666667,-2.666666666666667,,8.0,0.0,3.0581882260833626,3.9037974141014264,10.0,-2.666666666666667,False,1.0
120,1.0,0.0,9.0,3.0,0.0,9.0,,Extrovert,7.0,0.3333333333333333,6.666666666666667,0.0,27.0,2.0,6.567677452891631,8.662239284580702,27.0,0.0,False,1.0
121,9.0,2.0,3.0,,2.0,0.0,1.0,Introvert,1.3333333333333333,4.333333333333333,-3.0,6.0,,0.0,2.482348187707572,3.5660690522062106,9.0,-3.0,False,1.0
122,6.0,2.0,1.0,0.0,2.0,0.0,1.0,Introvert,0.5,3.3333333333333335,-2.8333333333333335,2.0,0.0,0.0,1.2590472599038296,2.3997360178139795,6.0,-2.8333333333333335,False,1.0
123,7.0,2.0,3.0,1.0,2.0,5.0,,Introvert,3.0,3.6666666666666665,-0.6666666666666665,6.0,5.0,0.0,3.0491902258253982,2.4724884646061667,7.0,-0.6666666666666665,False,1.0
124,4.0,0.0,7.0,6.0,0.0,11.0,3.0,Introvert,6.75,1.3333333333333333,5.416666666666667,0.0,66.0,8.0,12.414694314602636,20.692104404623144,66.0,0.0,False,1.0
125,1.0,0.0,6.0,3.0,0.0,9.0,9.0,Extrovert,6.75,0.3333333333333333,6.416666666666667,0.0,27.0,2.0,6.485733675601674,8.385067611212838,27.0,0.0,False,1.0
126,3.0,0.0,4.0,7.0,0.0,7.0,3.0,Extrovert,5.25,1.0,4.25,0.0,49.0,6.0,9.311340637653325,15.323033777998209,49.0,0.0,False,1.0
127,1.0,0.0,9.0,4.0,0.0,6.0,7.0,Extrovert,6.5,0.3333333333333333,6.166666666666667,0.0,24.0,2.0,5.975607510619768,7.418260073315845,24.0,0.0,False,1.0
128,1.0,0.0,4.0,6.0,0.0,8.0,8.0,Extrovert,6.5,0.3333333333333333,6.166666666666667,0.0,48.0,2.0,9.274033252061102,15.044475252280524,48.0,0.0,False,1.0
129,,0.0,4.0,4.0,0.0,15.0,3.0,Extrovert,6.5,0.0,6.5,0.0,60.0,,12.366095098084964,20.077786909163333,60.0,0.0,False,1.0
130,10.0,2.0,0.0,,2.0,0.0,0.0,Introvert,0.0,4.666666666666667,-4.666666666666667,0.0,,0.0,1.6175381792573023,4.217992574313462,10.0,-4.666666666666667,False,1.0
131,2.0,0.0,9.0,4.0,0.0,15.0,8.0,Extrovert,9.0,0.6666666666666666,8.333333333333334,0.0,60.0,4.0,12.068898512659834,18.74167217114263,60.0,0.0,False,1.0
132,,0.0,8.0,5.0,0.0,15.0,7.0,Extrovert,8.75,0.0,8.75,0.0,75.0,,15.712369834987332,24.876299815534882,75.0,0.0,False,1.0
133,0.0,1.0,5.0,7.0,0.0,7.0,9.0,Extrovert,7.0,0.3333333333333333,6.666666666666667,0.0,49.0,0.0,9.478964403061571,15.398623972355761,49.0,0.0,False,1.0
134,3.0,0.0,4.0,6.0,0.0,13.0,6.0,Extrovert,7.25,1.0,6.25,0.0,78.0,6.0,14.076011038126376,24.654909986175074,78.0,0.0,False,1.0
135,3.0,0.0,9.0,6.0,0.0,11.0,9.0,Extrovert,8.75,1.0,7.75,0.0,66.0,6.0,12.979139894904403,20.534458767476355,66.0,0.0,False,1.0
136,1.0,0.0,9.0,3.0,0.0,12.0,9.0,Extrovert,8.25,0.3333333333333333,7.916666666666667,0.0,36.0,2.0,8.29841970620123,11.219045425961173,36.0,0.0,False,1.0
137,0.0,0.0,3.0,3.0,0.0,4.0,8.0,Extrovert,4.5,0.0,4.5,0.0,12.0,0.0,3.3949243132858546,3.9793056719003777,12.0,0.0,False,1.0
138,3.0,0.0,8.0,7.0,0.0,,3.0,Extrovert,6.0,1.0,5.0,0.0,,6.0,3.570503424581349,2.9690733839798336,8.0,0.0,False,1.0
139,11.0,1.0,2.0,2.0,2.0,2.0,2.0,Extrovert,2.0,4.666666666666667,-2.666666666666667,4.0,4.0,11.0,3.5636545515800315,4.080684527388334,11.0,-2.666666666666667,False,1.0
140,4.0,0.0,7.0,6.0,0.0,11.0,6.0,Extrovert,7.5,1.3333333333333333,6.166666666666667,0.0,66.0,8.0,12.694516113997107,20.586510890146418,66.0,0.0,False,1.0
141,2.0,0.0,8.0,6.0,0.0,11.0,6.0,Extrovert,7.75,0.6666666666666666,7.083333333333333,0.0,66.0,4.0,12.416941179007907,20.716834642987163,66.0,0.0,False,1.0
